generator,cycle,identity,total_generator,discriminator
1.2012720648983592,0.6105259033802308,0.5726375590813787,10.169718902989437,0.44478509519494286
1.3457046411147242,0.5474402899804868,0.500908027981457,9.324647666278638,0.4041802041036518
1.3172305776982716,0.5067262888346847,0.45808875333321725,8.674937221878453,0.39353560052910136
1.2741916699923184,0.47120711834807144,0.42543890744839846,8.113457406194586,0.3876554901711643
1.2457304348875033,0.4521576718476258,0.40869491392452467,7.810781713535911,0.3873838383655407
1.2504869904369116,0.43988793657014247,0.3965690780823168,7.6322117639215366,0.3911495304200798
1.2333416368420187,0.4279403085575292,0.38589743748307226,7.442231892284594,0.3901648291803308
1.2316140799342017,0.41974606957090527,0.37792571802672587,7.318703363443676,0.3883699375339539
1.1895159196990885,0.40661398068462545,0.3624121006186071,7.0677162176684325,0.39653695967587593
1.1798077887794198,0.39355245510998527,0.35287376005006466,6.879701151345905,0.39260383099317553
1.1693136175800312,0.38975193361310584,0.34731695279479025,6.80341771652824,0.3927901673032657
1.204172496497631,0.3901690270751715,0.3461155357525537,6.836440440855529,0.3879558144333331
1.2099214710883404,0.37905559192754723,0.3371064495099218,6.6860096379330285,0.3827016375370716
1.1875765777438094,0.37463557967229894,0.33207105990303193,6.594287674677999,0.3925327197035873
1.1952836713900692,0.36882003006574354,0.3247269056541355,6.507118503670943,0.38241435404082663
1.2211382719246964,0.36983720691580524,0.3228401017424307,6.533710853363338,0.38303495413427685
1.2174991666094253,0.36370252335542125,0.3183200025832967,6.446124404982517,0.38578033410135265
1.2428819494419976,0.36095770854306847,0.31679025394351856,6.436410289375406,0.3747110275453643
1.216994464583695,0.355306074474203,0.31010748259723186,6.320592639634484,0.3844858167288629
1.2377827342795698,0.35504254206622904,0.3077122439287211,6.326769372977709,0.37674387049812236
1.2057306716120557,0.3496223388337775,0.3032437993997806,6.2181730794279195,0.375904608748265
1.2260009568772818,0.3473415778067551,0.3019483851759057,6.209158674666756,0.3824985315631095
1.2193675834979667,0.34128128319586576,0.29471820888942796,6.105771446541736,0.3819546262415028
1.208568341951621,0.33764739789460835,0.29198540302091525,6.04496934162943,0.3846127664670348
1.2236830661955633,0.3384756391966029,0.2910331905868493,6.063605424604918,0.3765628762788286
1.2225515531474038,0.33555544712825824,0.2907942060969378,6.032077044248581,0.38162935031087775
1.2355759008542488,0.3340774594953186,0.28628416988802585,6.007771350208082,0.3766645900365945
1.2447093771084359,0.33072547716529743,0.2855196673226984,5.979562478630166,0.3764831368750157
1.2452806544931312,0.3303000753451335,0.28198838802544696,5.958223339444713,0.38324421598134856
1.2511208704035532,0.3256892911893757,0.28114685004479006,5.913748039069929,0.37369784764198
1.2457177206481758,0.32269782314175055,0.27505784354319696,5.847985158468548,0.38231284988455866
1.2497212771130235,0.3234252673818877,0.275898086436485,5.8634643884081585,0.37803155994042753
1.2600736813521698,0.3200227620374215,0.2727576978112522,5.824089802880036,0.38102186143545336
1.2407133923941538,0.318633799745064,0.2712280533521583,5.78319166051714,0.38067555014093063
1.2540608518021672,0.31721457125324953,0.2700879381283333,5.776646250800082,0.37651741336418415
1.268913825071956,0.31739436474285626,0.2693546597600768,5.789630769114745,0.37004297835948435
1.2674648012181646,0.3131595921359564,0.26500035694947366,5.72406252936313,0.3803656829668111
1.2510829452817378,0.3112321478951918,0.2631753549567963,5.679281211213062,0.38629320443754916
1.2669986998172182,0.30859737521723696,0.2612520651401658,5.659232761044251,0.3763228811225609
1.2410568992166142,0.30597976832405516,0.2613238238974621,5.607473714414396,0.38080757909307356
1.2281812630985913,0.304067712277174,0.25767556841632255,5.5572362256677525,0.3845400344923531
1.2502122951181311,0.30299018639090813,0.2550243075446863,5.55523568360429,0.38715169404290223
1.286438631031074,0.30656655605294203,0.25897321644190113,5.64697026704487,0.37995945717404156
1.2492487914468113,0.30209196331469634,0.2545604118685189,5.542970499866887,0.3823294001557913
1.2787164512433504,0.30182024105206917,0.25359522910102417,5.564895006230003,0.3738165044299278
1.2959381407126784,0.30173608168567484,0.253973318156051,5.583165539565839,0.37773333355098176
1.2893450854836326,0.29821217293409924,0.25088110599470764,5.525872350366492,0.3799336629693004
1.3003000362727204,0.29934157731109545,0.25076672824981966,5.547549443182192,0.36697256595729605
1.288522138407356,0.29965334017025796,0.2490568082289476,5.53033958485252,0.384348148636912
1.2893569695714273,0.29531618613553673,0.24618893900003871,5.47346351617261,0.3797983701782007
1.3109134089789893,0.29337174074822353,0.24538363172231537,5.471548982043015,0.37623791850760185
1.3130202320845503,0.29684254976087493,0.24610751907488232,5.511983321214977,0.38236500513372257
1.3073072741592402,0.29145221294541107,0.2430785948998834,5.437222392308085,0.3853302457835525
1.3066641144356446,0.2915864254102895,0.24265683505095934,5.43581253133322,0.38292254803114034
1.296982041824805,0.2884379991183155,0.2415870366912139,5.389297225914503,0.3817855829961206
1.325854245107621,0.2916399282452307,0.2396477058235752,5.440492060623671,0.3782956575827771
1.3036655756595887,0.2905185053223058,0.23907070060897814,5.404204141152532,0.38118169298395516
1.3096702614210938,0.28734280706236237,0.238360826063313,5.374902459508494,0.39063757431668866
1.304961225527682,0.2881612726536236,0.23908976073327817,5.382022761043749,0.3756756772385224
1.3293808201131851,0.2822354530621516,0.23570566503821236,5.330263672690642,0.381629025769469
1.3275116639701943,0.28616544290592794,0.23561403023961344,5.367236234953529,0.37880756250141484
1.3466592147162086,0.28584451985202336,0.23300462748463216,5.3701275574533565,0.38301808198570814
1.32915152299561,0.28214630555165443,0.23288616112580424,5.315045386239102,0.37677725446165394
1.364217701515085,0.2807932120992949,0.23086747096753435,5.326487175100728,0.3722176714506196
1.3535161873815875,0.2807634731460559,0.23225794082605525,5.322440624864478,0.3831624763650133
1.327542817200485,0.28062881096021125,0.23189502571170267,5.293306058958957,0.38296683659580977
1.338420642618286,0.2788683408283089,0.22942915745079517,5.27424983162629,0.3784695378798795
1.3565981279666486,0.27813951320161945,0.22901831366317837,5.283084825465553,0.37877614658914116
1.368755148194338,0.27670355294095844,0.22775596269455395,5.27457048391041,0.3734236152597556
1.3719648590997646,0.27486506057413,0.22710204935191494,5.256125696395573,0.38588138945694817
1.3623198520588247,0.2754121349046105,0.2270554091291208,5.251718245368255,0.37868975430089785
1.370763313044843,0.2776064426098999,0.22631375876892554,5.278396542135038,0.3800474306151859
1.3495032116574677,0.2754285262211373,0.22615471325422587,5.234562047218022,0.3837313620937302
1.3650703678887925,0.27325672566106446,0.22338723334434785,5.214573786446922,0.37263085763215237
1.3678629284822628,0.2725943124411922,0.22352301324472615,5.211421121107905,0.3833129173990241
1.362052404743276,0.2701579401563657,0.22159372865173377,5.171600455673118,0.3818459484530123
1.3913920194890939,0.2734598150378779,0.22269471942594177,5.23946377666373,0.37448793448213685
1.3960207359963341,0.27341020264123617,0.2222196060281835,5.241220789520364,0.38522956781089307
1.3884743436778846,0.27129636836287224,0.2200966677187305,5.201921355724335,0.38096073571298467
1.3787215479502553,0.2681865560381036,0.21925040931489906,5.156839161483865,0.3825070712102675
1.370940916161788,0.2689993904217293,0.21721947535284256,5.147032212897351,0.3799368317631122
1.3998707828160963,0.270816510092271,0.21857088467988528,5.200890301716955,0.3769993557643734
1.4302553409612493,0.26619628807039636,0.21618700036288876,5.173153215646744,0.37837472309015296
1.4224718878143712,0.2695303286768888,0.21824237042547842,5.208987018309141,0.37927408352200137
1.4284548488494597,0.26780673259575116,0.21632081531968556,5.188126262238151,0.3664352959879723
1.4115553022019174,0.2695388054377154,0.2166520624470554,5.190203677353106,0.3815785200286068
1.4006745907036882,0.2668325303612571,0.21490774290930284,5.143538616205516,0.3796629101430115
1.451392537551491,0.26613424426238785,0.21589441372963944,5.192207051264612,0.3711794960863986
1.423775039613247,0.26632955968379973,0.21463783695117422,5.160259818089636,0.37933496270622863
1.4297087152733614,0.2639056266138428,0.21034453015186286,5.12048762785761,0.37638814492200157
1.452526151153602,0.26587610509442655,0.21575524138384744,5.190063422290902,0.37467654351096014
1.4397699673709117,0.2665750021997251,0.21176001141337972,5.164320065159547,0.3696901775994583
1.4324032871346726,0.26309716336821254,0.20995558067960174,5.1131528377532955,0.371407825176261
1.4694699205458164,0.2641785556744588,0.21127325647363537,5.16762176626607,0.37704496669190884
1.4503925017130217,0.263307190059047,0.21047821615479495,5.1358554799305765,0.37204462633419194
1.4803316826883115,0.2627077436564784,0.20919566821110877,5.153387461524261,0.37024554232821655
1.461484461718876,0.2640255984507109,0.20920097830852397,5.147745341062546,0.37540684439928124
1.491606326185559,0.2634094168088938,0.21045765046422418,5.177988752252177,0.36832545580783566
1.4594286098292,0.2619190240965078,0.20769627120737966,5.117100210252561,0.38371099001777015
1.500991151638721,0.2623432034724637,0.20716796989895794,5.160263026074359,0.3690953242102344
